relh,drct,sknt,alti,vsby,dewpoint_c,feel_c,temp_c
38.18,360,7,30.15,3.73,8,22.35,23
33.29,360,9,30.12,2.49,6,22.22222222,23
17.94,40,10,29.97,6.21,-1,24.02222222,25
29.23,220,18,29.77,1.86,5,23.21666667,24
37.61,280,12,29.94,6.21,6,21,21
19.05,240,16,29.91,3.73,-1,22.95555556,24
39.72,270,16,30,6.21,5,19,19
40.29,300,9,30.15,6.21,7,21,21
33.57,50,7,30.09,6.21,7,23.33333333,24
36.22,20,13,29.97,6.21,9,25,25
41.14,10,10,29.94,6.21,10,24,24
31.62,40,8,29.94,6.21,7,24.38333333,25
22.54,60,9,29.97,6.21,3,25.24444444,26
24.19,60,13,29.83,6.21,4,25.28888889,26
40.85,310,13,29.68,1.24,9,22.42222222,23
37.32,310,9,29.77,6.21,5,20,20
25.4,260,13,29.94,6.21,3,23.11666667,24
33.29,310,9,30.12,3.73,6,22.22222222,23
19.79,240,6,30.03,6.21,2,26.07777778,27
16.39,210,11,29.68,3.73,1,27.38888889,29
42.85,230,21,29.71,0.62,7,20,20
36.74,260,12,29.8,6.21,3,18,18
30.49,250,17,29.85,6.21,3,21,21
33,250,9,29.91,6.21,5,21.11666667,22
23.93,310,4,29.85,6.21,3,24.17777778,25
40.85,290,6,29.88,6.21,9,22.42222222,23
31.34,350,6,29.94,3.73,6,23.27222222,24
19.79,180,10,29.74,3.73,2,26.07777778,27
21.04,290,11,29.74,6.21,7,30.03888889,32
26.76,240,7,29.77,3.73,8,27.70555556,29
36.22,270,11,29.85,3.73,9,25,25
29.51,280,5,29.97,6.21,6,24.32777778,25
27.81,10,15,29.97,6.21,6,25.38333333,26
24.46,40,16,29.88,3.73,5,26.22222222,27
5.96,220,10,29.74,6.21,-8,31.32777778,35
34.13,270,10,29.94,2.49,9,26,26
59.97,30,9,30,6.21,12,20,20
22.81,270,16,29.85,6.21,4,26.16666667,27
38.18,320,9,29.97,6.21,8,22.35,23
28.96,310,6,30.03,6.21,4,22.11111111,23
27.26,250,14,30.06,6.21,4,23.16666667,24
31.05,320,8,30,6.21,5,22.16666667,23
28.39,300,13,30.06,6.21,2,21,21
31.05,280,9,30.06,6.21,5,22.16666667,23
25.67,10,12,30.15,6.21,4,24.22777778,25
18.67,40,17,30.15,3.73,2,26.71111111,28
11.74,30,17,30.09,6.21,-2,28.8,31
22.27,350,13,29.97,6.21,7,29.18333333,31
19.64,330,8,29.91,6.21,6,29.96111111,32
10.67,310,6,29.88,6.21,-1,31.16111111,34
29.45,300,8,29.88,3.73,12,30.75555556,32
31.45,10,8,29.94,4.97,13,30.98888889,32
10.25,220,13,29.74,3.73,3,36.77222222,40
21.54,10,7,29.83,3.73,9,32.11111111,34
28.63,330,11,29.91,3.73,9,27.8,29
16.39,20,8,29.88,6.21,1,27.38888889,29
7.92,50,10,29.83,6.21,-5,30.78888889,34
22.53,300,9,29.85,2.49,8,30.13333333,32
24.72,350,10,29.97,6.21,6,26.88333333,28
31.9,270,8,29.94,6.21,8,26,26
31.9,320,9,29.94,6.21,8,26,26
22.81,340,9,29.94,6.21,4,26.16666667,27
16.15,20,7,29.88,6.21,4,30.72222222,33
8.87,150,2,29.85,1.24,-2,32.63888889,36
10.45,30,9,29.83,6.21,1,33.85555556,37
9.72,40,11,29.8,6.21,0,33.71666667,37
12.075,185,9,29.71,6.21,4.5,36.21944444,39
9.54,220,3,29.71,6.21,2,36.58333333,40
27.29,290,9,29.8,3.73,10,29.50555556,31
9.55,270,11,29.8,6.21,-1,32.75555556,36
24.11,10,11,29.85,6.21,9,30.24444444,32
19.04,20,10,29.94,6.21,8,32.93888889,35
11.6,30,14,29.91,6.21,4,36.10555556,39
6.56,60,11,29.88,6.21,-1,38.7,43
5.91,210,10,29.8,6.21,-1,40.54444444,45
28.9,300,6,29.8,3.73,16,37,37
27.83,350,9,29.94,6.21,12,31.71111111,33
22.53,20,11,29.91,6.21,8,30.13333333,32
23.04,10,10,29.85,6.21,10,32.27777778,34
22.04,20,10,29.85,6.21,11,34.51111111,36
20.87,30,14,29.85,6.21,11,35.55555556,37
19.76,360,14,29.88,6.21,11,36.61111111,38
23.81,350,11,29.83,6.21,13,36.16111111,37
19.52,10,11,29.85,6.21,10,35.31111111,37
20.87,20,10,29.91,6.21,11,35.55555556,37
23.81,40,15,29.91,6.21,13,36.16111111,37
31.99,10,16,29.91,6.21,15,34,34
36.35,360,11,29.88,6.21,17,34,34
28.37,30,14,29.91,6.21,14,34.34444444,35
31.72,20,11,29.91,6.21,14,32.25555556,33
31.72,320,7,29.85,6.21,14,32.25555556,33
29.72,270,8,29.8,6.21,13,31.96111111,33
20.62,260,10,29.74,6.21,10,34.28333333,36
16.37,220,13,29.77,6.21,9,37.12777778,39
32.78,300,33,29.88,6.21,14.5,32.62777778,33
35.81,280,10,29.88,6.21,15,32,32
40.69,330,6,29.8,3.73,17,32.4,32
34.11,270,5,29.74,6.21,16,34,34
23.55,260,13,29.77,6.21,12,34.77222222,36
34.11,330,10,29.83,6.21,16,34,34
26.84,290,7,29.88,6.21,14,35.42777778,36
25.41,300,6,29.85,6.21,14,37,37
25.41,360,10,29.77,6.21,14,37,37
29.99,340,9,29.83,3.73,14,33.28333333,34
36.35,350,7,29.83,6.21,17,34,34
38.73,340,9,29.8,3.73,18,35.11111111,34
30.53,10,16,29.8,6.21,16,36,36
22.54,30,7,29.8,6.21,13,37.25555556,38
20,330,9,29.8,6.21,12,37.98888889,39
24.32,330,9,29.74,6.21,15,39,39
36.63,340,9,29.71,6.21,18,36.25555556,35
26.84,290,7,29.68,3.73,14,35.42777778,36
30.53,300,6,29.71,6.21,16,36,36
28.63,320,7,29.77,6.21,15,36,36
20.87,350,8,29.8,6.21,11,35.55555556,37
19.28,340,9,29.83,6.21,9,34.08888889,36
26.58,360,7,29.85,6.21,13,34.01111111,35
38.73,340,8,29.74,6.21,18,35.11111111,34
30.8,320,9,29.68,6.21,17,37.98888889,37
25.15,330,9,29.74,6.21,13,35.07777778,36
30.26,310,10,29.8,6.21,15,35,35
27.1,310,9,29.77,6.21,15,37,37
39.27,310,10,29.68,3.73,20,38.89444444,36
33.08,320,6,29.68,6.21,19,40.54444444,38
11.37,210,2,29.74,6.21,6,39.23888889,42
36.35,280,7,29.8,6.21,17,34,34
31.99,340,6,29.74,6.21,15,34,34
30.26,330,9,29.77,6.21,15,35,35
17.51,290,4,29.71,6.21,10,37.37777778,39
17.97,250,13,29.65,3.73,12,40.12777778,41
30.53,290,11,29.74,6.21,16,36,36
34.11,340,8,29.85,6.21,16,34,34
38.45,360,9,29.85,6.21,17,33.46111111,33
38.45,310,8,29.83,6.21,17,33.46111111,33
32.27,330,9,29.74,6.21,16,35.16666667,35
27.1,330,8,29.71,6.21,15,36.95555556,37
22.04,330,8,29.71,6.21,11,34.51111111,36
26.84,350,8,29.77,6.21,14,35.42777778,36
30.53,340,9,29.74,6.21,16,36.29444444,36
38.45,290,8,29.68,6.21,17,33.46111111,33
29.99,320,7,29.65,6.21,14,33.28333333,34
30.53,340,9,29.68,6.21,16,36.29444444,36
17.05,340,10,29.68,6.21,8,34.91111111,37
39.27,350,6,29.68,6.21,20,38.89444444,36
39,360,8,29.74,6.21,19,36.92222222,35
32.54,290,9,29.77,6.21,17,36.82222222,36
32.81,310,12,29.71,6.21,18,38.61111111,37
34.93,300,7,29.71,3.73,19,39.32222222,37
26.84,300,10,29.71,6.21,14,35.42777778,36
34.11,310,11,29.77,6.21,16,34.06666667,34
34.11,290,7,29.77,6.21,16,34.06666667,34
38.73,330,8,29.77,3.73,18,35.11111111,34
26.84,10,7,29.74,6.21,14,35.42777778,36
18.02,280,6,29.71,6.21,8,33.91666667,36
22.29,280,6,29.71,6.21,12,35.83888889,37
17.28,290,7,29.68,6.21,9,36.11111111,38
15.93,310,7,29.71,6.21,7,34.75,37
14.08,290,7,29.77,6.21,6,35.57777778,38
11.37,210,10,29.74,6.21,6,39.23888889,42
39.54,320,9,29.77,3.73,21,41.02777778,37
28.9,320,10,29.77,6.21,16,37.43888889,37
32.27,310,8,29.77,6.21,16,35.16666667,35
29.99,280,8,29.8,6.21,14,33.28333333,34
31.99,20,6,29.85,6.21,15,33.65,34
24.89,350,5,29.85,6.21,12,33.72777778,35
38.73,350,11,29.8,6.21,18,35.11111111,34
31.99,360,9,29.8,3.73,15,33.65,34
27.84,330,7,29.8,6.21,14.5,35.68611111,36
28.63,320,7,29.8,2.49,15,35.83333333,36
25.15,330,8,29.83,6.21,13,35.07777778,36
41.5,330,6,29.83,6.21,20,37.67777778,35
23.3,10,6,29.83,6.21,11,33.47777778,35
34.66,320,8,29.83,6.21,18,37.42777778,36
22.04,350,7,29.8,3.73,11,34.51111111,36
30.26,350,4,29.74,6.21,15,34.72777778,35
36.35,10,7,29.74,6.21,17,34.55555556,34
31.99,310,4,29.8,6.21,15,33.65,34
38.18,320,7,29.83,6.21,16,31.96666667,32
34.11,330,5,29.77,6.21,16,34.06666667,34
30.26,320,7,29.8,6.21,15,34.72777778,35
30.8,320,9,29.83,3.73,17,37.98888889,37
36.35,280,9,29.85,6.21,17,34.55555556,34
43.61,320,8,29.83,6.21,19,34.60555556,33
38.45,340,9,29.8,6.21,17,33.46111111,33
38.45,310,7,29.8,6.21,17,33.46111111,33
43.34,340,8,29.91,6.21,18,32.90555556,32
38.45,350,8,29.91,6.21,17,33.46111111,33
43.34,340,8,29.83,3.73,18,32.90555556,32
31.72,270,4,29.77,6.21,14,32.25555556,33
38.18,300,9,29.85,6.21,16,31.96666667,32
33.84,320,8,29.85,6.21,15,32.6,33
36.08,30,9,29.91,6.21,16,33,33
31.72,360,10,29.88,6.21,14,32.25555556,33
40.96,350,10,29.88,6.21,18,33.99444444,33
40.69,340,9,29.88,3.73,17,32.4,32
36.08,360,13,29.85,6.21,16,33,33
43.07,330,7,29.91,6.21,17,31.37777778,31
36.08,360,14,29.91,6.21,16,33,33
33.56,10,10,29.88,6.21,14,31.26666667,32
26.05,360,4,29.85,3.73,11,31.49444444,33
26.84,320,3,29.88,6.21,14,35.42777778,36
40.96,30,4,29.85,3.73,18,33.99444444,33
40.69,360,9.5,29.88,6.21,17,32.4,32
38.18,350,12,29.88,6.21,16,31.96666667,32
40.41,340,7,29.85,6.21,16,30.97222222,31
37.9,340,3,29.83,6.21,15,30.62222222,31
31.45,280,6,29.91,3.73,13,30.98888889,32
24.63,340,6,29.88,6.21,11,32.47222222,34
17.78,70,5,29.88,6.21,7,32.81111111,35
19.04,360,9,29.83,6.21,8,32.93888889,35
40.69,20,7,29.88,6.21,17,32.4,32
33.29,270,9,29.85,6.21,13,30.06111111,31
27.83,340,3,29.91,6.21,12,31.71111111,33
33.84,30,10,30,6.21,15,32.6,33
33.56,10,10,29.94,6.21,14,31.26666667,32
35.81,20,8,29.94,6.21,15,31.58888889,32
33.84,360,10,29.94,6.21,15,32.6,33
43.61,350,10,29.94,6.21,19,34.60555556,33
38.45,300,6,29.91,6.21,17,33.46111111,33
49.1,310,9,29.88,6.21,20,34.15,32
40.69,310,8,29.94,3.73,17,32.4,32
35.53,340,5,30,3.73,14,30.32222222,31
35.53,20,10,30,6.21,14,30.32222222,31
29.72,30,10,30,6.21,13,31.96111111,33
18.8,60,5,30,6.21,7,31.85555556,34
19.89,10,5,29.91,6.21,7,30.93333333,33
58.08,20,10,29.83,3.73,19,29.23888889,28
54.05,340,7,29.88,3.73,16,26,26
47.79,230,11,29.88,6.21,15,27.28333333,27
54.05,230,18,29.85,3.73,16,26,26
54.05,320,14,29.88,6.21,16,26,26
50.95,290,5,29.91,3.73,16,27.47777778,27
44.8,290,5,29.88,6.21,14,27.11666667,27
41.97,320,6,29.94,6.21,13,26.96111111,27
47.79,20,8,30.03,3.73,15,27.28333333,27
47.52,10,6,30.03,6.21,14,26,26
44.52,10,8,29.97,6.21,13,26,26
22.02,70,7,29.91,6.21,6,28.30555556,30
28.9,360,4,29.97,6.21,10,28.67777778,30
20.54,60,7,30.03,6.21,5,28.25555556,30
45.07,360,8,29.97,3.73,15,28.03333333,28
48.05,20,10,29.91,3.73,16,28.27777778,28
58.08,350,6,29.85,2.49,19,29.23888889,28
57.84,320,5,29.94,2.49,18,27.92777778,27
32.73,10,12,29.97,6.21,11,28.04444444,29
39.86,20,9,29.91,6.21,14,28.59444444,29
49.895,190,8.5,29.88,3.73,17.5,29.65,29
18.33,60,12,29.88,6.21,5,29.9,32
25.79,320,5,29.83,1.86,10,30.38888889,32
22.53,220,14,29.83,3.73,8,30.13333333,32
41.69,330,7,30.03,6.21,12,26,26
44.25,340,9,30,4.97,12,25,25
41.69,20,11,29.91,6.21,12,26,26
30.07,30,8,29.97,3.73,8,26.42222222,27
17.94,10,9,30,6.21,-1,25,25
16.67,30,12,30,6.21,-2,25,25
19.05,70,3,29.94,6.21,-1,24,24
35.94,20,5,30,3.73,8,24,24
41.14,40,4,30.06,6.21,10,24,24
36.22,60,5,30,6.21,9,25,25
20.29,190,20,29.83,3.73,4,27.46666667,29
24.72,210,11,29.88,3.73,6,26.88333333,28
17.7,240,15,29.94,6.21,-2,24,24
46.98,260,7,30.06,3.73,12,24,24
50.17,330,6,30.09,6.21,13,24,24
53.29,360,9,30.03,6.21,13,23,23
46.98,340,4,30,6.21,12,24,24
49.64,340,10,30.12,6.21,11,22,22
40.57,340,6,30.06,6.21,8,22,22
46.43,350,11,30.06,6.21,10,22,22
53.29,340,6,30.12,6.21,13,23,23
52.77,290,11,30.12,3.73,11,21,21
40.57,280,7,30.06,6.21,8,22,22
46.71,220,12,30,6.21,11,23,23
53.03,240,15,29.97,3.73,12,22,22
38.46,200,12,29.88,6.21,9,24,24
34.51,210,13,29.91,3.73,3,19,19
52.25,190,17,29.83,6.21,9,19,19
52.25,210,17,29.94,3.73,9,19,19
25.88,200,18,29.94,6.21,-1,19,19
42.28,200,18,29.91,3.73,5,18,18
49.1,10,11,30.18,6.21,9,20,20
52.51,40,11,30.27,6.21,10,20,20
43.13,50,17,30.3,6.21,8,21,21
26.71,30,15,30.27,6.21,2,22,22
37.32,340,6,30.15,1.86,5,20,20
35.09,20,9,30.12,3.73,5,21,21
43.13,40,10,30.06,6.21,8,21,21
52.25,200,14,29.94,2.49,9,19,19
32.43,220,23,29.85,3.73,3,20,20
42.57,250,21,29.88,1.86,6,19,19
32.43,240,23,29.88,6.21,3,20,20
42.28,260,10,30,6.21,5,18,18
36.74,200,10,29.97,6.21,3,18,18
29.92,180,16,29.94,6.21,1,19,19
25.32,240,20,30,6.21,-3,17,17
32.14,320,3,30.12,6.21,2,19,19
55.37,290,7,30.03,3.73,8,17,17
33.64,220,11,30,6.21,0,16,16
38.56,210,21,30.06,6.21,1,15,15
54.86,200,12,30.06,6.21,6,15,15
41.71,210,15,30.03,6.21,3,16,16
42,210,23,29.91,6.21,4,17,17
44.47,220,22,29.97,3.73,3,15,15
38.85,250,22,30,3.73,2,16,16
47.72,250,16,29.97,3.73,4,15,15
59.01,320,7,30.06,3.73,8,16,16
42.28,130,2,30.21,6.21,5,18,18
39.43,240,7,30.21,3.73,4,18,18
36.74,350,4,30.18,6.21,3,18,18
55.63,50,14,30.18,6.21,9,18,18
40.29,50,17,30,6.21,7,21,21
45.32,100,16,29.91,6.21,6,18,18
63.38,280,16,29.97,6.21,10,17,17
39.14,250,10,30.03,6.21,3,17,17
51.45,180,11,30.12,6.21,6,16,16
55.37,280,11,30.3,6.21,8,17,17
36.16,330,16,30.21,6.21,1,16,16
44.76,300,8,30.21,6.21,4,16,16
51.45,210,11,30.21,3.73,6,16,16
51.45,330,12,30.21,3.73,6,16,16
33.93,10,9,30.39,6.21,1,17,17
33.93,40,11,30.33,6.21,1,17,17
27.83,40,9,30.15,6.21,0,19,19
51.72,280,8,30.06,6.21,7,17,17
51.98,250,7,30.18,1.24,8,18,18
37.03,310,6,30.18,6.21,4,19,19
42.57,330,12,30.12,6.21,6,19,19
42.57,290,7,30.15,6.21,6,19,19
42.57,10,8,30.15,6.21,6,19,19
48.55,10,9,30.15,6.21,7,18,18
55.88,290,8,30.09,6.21,10,19,19
37.61,210,17,29.94,3.73,6,21,21
30.77,200,14,29.94,6.21,4,22,22
25.88,250,17,30.03,6.21,-1,19,19
44.76,270,18,30.24,6.21,4,16,16
38.56,300,17,30.33,6.21,1,15,15
44.19,300,7,30.3,3.73,2,14,14
39.43,260,11,30.18,6.21,4,18,18
37.32,190,10,30.15,6.21,5,20,20
31.34,220,1,30.15,6.21,6,24,24
56.13,20,7,30.12,3.73,11,20,20
49.37,260,5,29.94,3.73,10,21,21
42.85,290,9,29.97,3.73,7,20,20
45.6,350,8,30.03,6.21,7,19,19
42.57,320,8,30,6.21,6,19,19
55.37,280,9,30.06,3.73,8,17,17
39.72,260,13,30.09,6.21,5,19,19
32.43,250,20,29.94,3.73,3,20,20
51.72,230,4,30.06,3.73,7,17,17
39.43,340,2,30.06,6.21,4,18,18
63.15,10,6,30,6.21,9,16,16
52.51,260,12,30.06,6.21,10,20,20
43.42,190,5,30.12,3.73,9,22,22
29.51,250,6,30.09,3.73,6,25,25
19.55,260,4,29.97,1.24,1,26,26
40.29,270,11,29.97,6.21,7,21,21
42.57,310,5,30.09,3.73,6,19,19
40,20,9,30.12,6.21,6,20,20
26.98,40,14,30.06,6.21,3,23,23
21,280,3,29.88,1.86,2,26,26
19.55,250,7,29.83,3.73,1,26,26
40,270,8,29.91,1.86,6,20,20
35.37,350,4,30.06,6.21,6,22,22
25.67,50,10,30,6.21,4,25,25
12.44,210,17,29.8,3.73,-2,28.07777778,30
37.61,10,8,29.97,6.21,6,21,21
49.9,30,18,29.83,3.73,12,23,23
100,60,25,29.65,3.73,17,17,17
72.56,250,15,29.53,6.21,13,18,18
64.48,290,8,29.97,6.21,15,22,22
53.55,210,9,29.97,3.73,14,24,24
31.9,260,7,29.94,6.21,8,26,26
42.28,270,16,29.97,6.21,5,18,18
42.57,280,14,30,6.21,6,19,19
34.51,260,15,30.03,6.21,3,19,19
45.04,250,11,29.94,6.21,5,17,17
34.22,290,7,29.97,6.21,2,18,18
22.86,50,8,30,6.21,-1,21,21
12.97,190,28,29.77,3.73,-3,26.62222222,28
29.51,270,7,29.83,6.21,6,25,25
37.89,20,8,29.91,6.21,7,22,22
15.03,50,12,29.68,3.73,-1,26.65,28
34.13,340,9,29.74,3.73,9,26,26
35.09,270,8,30.03,6.21,5,21,21
16.9,250,4,29.94,6.21,-1,26,26
12.44,190,14,29.8,3.73,-2,28.07777778,30
16.63,240,21,29.74,1.86,2,28.16111111,30
35.94,250,4,29.94,3.73,8,24,24
29.23,300,10,29.94,6.21,5,24,24
20.04,40,7,29.94,6.21,3,26.74444444,28
9.91,210,10,29.8,3.73,-2,31.05,34
6.9,160,17,29.68,3.73,-9,28.37222222,31
43.69,310,9,30.03,6.21,10,23,23
31.05,320,6,29.97,6.21,5,23,23
35.37,340,7,30,6.21,6,22,22
40.85,260,10,29.94,6.21,9,23,23
30.77,260,12,29.91,6.21,4,22,22
35.66,300,7,30,6.21,7,23,23
25.4,300,7,30.06,3.73,3,24,24
19.05,350,8,30.03,6.21,-1,24,24
21,350,14,30,3.73,2,26,26
28.36,50,7,30,6.21,8,27.02222222,28
34.13,270,16,29.85,3.73,9,26,26
38.74,320,13,29.88,6.21,10,25,25
34.41,360,12,29.91,6.21,10,26.6,27
28.08,10,16,29.91,6.21,7,26.34444444,27
23.04,0,0,29.68,6.21,10,32.27777778,34
14.83,180,4,29.8,6.21,2,29.78888889,32
16.37,240,14,29.71,1.86,5,31.68333333,34
28.63,260,6,29.83,6.21,9,27.8,29
8.54,240,24,29.53,0.62,-4,30.86666667,34
35.94,250,15,29.83,6.21,8,24,24
33.85,270,7,29.91,6.21,8,25,25
23.33,30,4,29.83,6.21,6,27.56111111,29
30.62,330,9,29.83,6.21,10,27.91111111,29
29.79,330,10,29.91,6.21,7,26,26
20.04,20,8,29.91,6.21,3,26.74444444,28
22.53,290,2,29.88,6.21,8,30.13333333,32
21.76,270,10,29.88,6.21,5,27.51111111,29
22.02,290,3,29.83,6.21,6,28.30555556,30
18.33,250,5,29.83,6.21,5,29.9,32
33.85,250,15,29.88,6.21,8,25,25
30.07,300,6,29.97,6.21,8,26.42222222,27
18.09,310,6,29.91,6.21,4,29.01111111,31
9.55,300,9,29.71,6.21,-1,32.75555556,36
36.79,310,8,29.91,6.21,11,26.71111111,27
24.72,330,5,30,6.21,6,26.88333333,28
18.09,10,13,30,6.21,4,29.01111111,31
15.27,30,17,29.94,6.21,4,31.62222222,34
16.37,10,14,29.94,6.21,5,31.68333333,34
18.56,350,9,29.83,6.21,6,30.84444444,33
21.79,350,17,29.8,6.21,10,33.27222222,35
23.81,360,10,29.8,6.21,13,36.16111111,37
16.59,360,13,29.8,6.21,10,38.41111111,40
18.95,10,14,29.74,6.21,12,39.06111111,40
13.04,360,13,29.74,6.21,8,39.83888889,42
8.14,340,8,29.74,6.21,2,39.20555556,43
7.99,40,3,29.77,6.21,1,38.14444444,42
27.83,340,10,29.91,6.21,12,31.71111111,33
30.9,310,12,29.97,6.21,11,28.81666667,30
29.79,330,13,30,6.21,7,26,26
20.29,310,8,30,6.21,4,27.46666667,29
25.52,310,8,29.91,6.21,9,29.37222222,31
35.25,330,10,29.94,6.21,13,29.18888889,30
23.33,320,9,29.97,6.21,6,27.56111111,29
29.79,40,7,30.03,6.21,7,26,26
28.08,360,14,30,6.21,7,26.34444444,27
17.61,360,14,29.94,6.21,2,27.41111111,29
12.05,50,2,29.8,6.21,3,34.18888889,37
23.85,270,13,29.8,6.21,8,29.26666667,31
23.85,210,9,29.85,6.21,8,29.26666667,31
29.18,30,11,29.88,6.21,11,29.66111111,31
30.9,10,10,29.94,6.21,11,28.81666667,30
16.6,30,8,29.83,6.21,6,32.7,35
7,310,6,29.77,6.21,-3,35.05,39
29.72,320,9,29.77,6.21,13,31.96111111,33
26.05,310,12,29.83,6.21,11,31.49444444,33
22.54,360,6,29.8,6.21,13,37.25555556,38
23.04,310,11,29.91,6.21,10,32.27777778,34
14.87,130,3,29.83,6.21,6,34.61111111,37
26.58,300,10,29.74,6.21,13,34.01111111,35
24.11,360,10,29.77,6.21,9,30.24444444,32
22.53,350,10,29.85,6.21,8,30.13333333,32
21.79,10,12,29.8,6.21,10,33.27222222,35
7.99,210,7,29.74,6.21,1,38.14444444,42
31.45,280,13,29.83,6.21,13,30.98888889,32
27.56,300,11,29.83,6.21,11,30.55555556,32
29.72,310,11,29.85,6.21,13,31.96111111,33
11.79,190,11,29.74,6.21,5,37.20555556,40
21.79,320,9,29.83,6.21,10,33.27222222,35
19.04,340,9,29.88,6.21,8,32.93888889,35
29.72,340,12,29.94,6.21,13,31.96111111,33
35.53,360,13,29.85,6.21,14,30.32222222,31
33.84,350,12,29.77,6.21,15,32.6,33
18.72,280,7,29.65,6.21,11,37.66666667,39
24.89,320,8,29.77,6.21,12,33.72777778,35
25.15,320,7,29.71,6.21,13,35.07777778,36
26.31,340,10,29.71,6.21,12,32.7,34
28.1,320,8,29.68,6.21,13,32.97222222,34
23.55,330,7,29.65,6.21,12,34.77222222,36
22.04,320,10,29.71,6.21,11,34.51111111,36
26.58,310,6,29.77,6.21,13,34.01111111,35
17.51,310,17,29.62,4.97,10,37.37777778,39
18.02,290,10,29.62,6.21,8,33.91666667,36
27.1,20,9,29.65,6.21,15,36.95555556,37
31.99,300,8,29.8,6.21,15,33.65,34
36.08,330,9,29.74,6.21,16,33,33
34.11,340,11,29.74,3.73,16,34.06666667,34
30.26,310,12,29.8,6.21,15,34.72777778,35
36.35,320,9,29.71,6.21,17,34.55555556,34
36.35,320,7,29.62,6.21,17,34.55555556,34
26.84,300,5,29.68,6.21,14,35.42777778,36
36.35,310,8,29.8,3.73,17,34.55555556,34
40.69,310,7,29.77,6.21,17,32.4,32
33.84,300,10,29.71,6.21,15,32.6,33
31.72,310,9,29.74,6.21,14,32.25555556,33
38.45,340,11,29.74,6.21,17,33.46111111,33
34.39,350,10,29.77,6.21,17,35.67777778,35
34.11,310,11,29.77,6.21,16,34.06666667,34
43.88,320,10,29.65,6.21,20,36.48333333,34
41.5,290,8,29.62,6.21,20,37.67777778,35
25.15,310,7,29.68,3.73,13,35.07777778,36
30.26,340,10,29.71,6.21,15,34.72777778,35
36.35,340,12,29.74,6.21,17,34.55555556,34
41.23,310,10,29.71,6.21,19,35.75,34
32.27,320,13,29.71,6.21,16,35.16666667,35
34.66,320,8,29.77,3.73,18,37.42777778,36
32.54,330,8,29.8,6.21,17,36.82222222,36
37.17,300,9,29.74,3.73,20,40.12222222,37
26.84,330,7,29.68,6.21,14,35.42777778,36
18.25,270,8,29.65,6.21,9,35.09444444,37
25.41,300,12,29.74,6.21,14,36.53333333,37
25.15,320,8,29.71,6.21,13,35.07777778,36
29.43,310,6,29.68,6.21,18,41.02222222,39
28.9,300,8,29.77,6.21,16,37.43888889,37
24.06,300,11,29.8,3.73,14,37.65,38
34.93,300,11,29.77,6.21,19,39.32222222,37
36.63,270,9,29.74,6.21,18,36.25555556,35
9.37,340,13,0.32,6.21,1,35.56111111,39
41.23,310,9,29.8,6.21,19,35.75,34
30.26,30,8,29.77,6.21,15,34.72777778,35
36.35,340,10,29.71,6.21,17,34.55555556,34
25.15,340,9,29.71,3.73,13,35.07777778,36
32.54,320,9,29.65,6.21,17,36.82222222,36
23.81,310,8,29.68,3.73,13,36.16111111,37
25.15,320,12,29.71,6.21,13,35.07777778,36
36.35,320,10,29.71,6.21,17,34.55555556,34
38.45,330,8,29.65,6.21,17,33.46111111,33
36.35,320,6,29.71,6.21,17,34.55555556,34
32.27,280,9,29.71,6.21,16,35.16666667,35
38.73,330,7,29.68,6.21,18,35.11111111,34
32.27,10,7,29.68,6.21,16,35.16666667,35
28.63,20,7,29.68,6.21,15,35.83333333,36
23.55,320,7,29.77,6.21,12,34.77222222,36
26.58,320,10,29.8,6.21,13,34.01111111,35
36.08,300,7,29.74,6.21,16,33,33
43.61,330,8,29.71,2.49,19,34.60555556,33
42.555,325,6,29.725,6.21,19.5,36.11666667,34
34.66,330,11,29.74,6.21,18,37.42777778,36
32.54,300,9,29.68,6.21,17,36.82222222,36
22.54,290,5,29.71,6.21,13,37.25555556,38
19.28,340,5,29.8,6.21,9,34.08888889,36
39,360,10,29.83,6.21,19,36.92222222,35
50.13,350,8,29.77,3.73,24,43.19444444,36
26.84,10,9,29.74,6.21,14,35.42777778,36
34.39,350,9,29.74,6.21,17,35.67777778,35
34.39,310,9,29.8,6.21,17,35.67777778,35
41.5,350,9,29.83,6.21,20,37.67777778,35
41.23,320,11,29.77,3.73,19,35.75,34
34.66,260,7,29.65,6.21,18,37.42777778,36
27.1,260,8,29.71,3.73,15,36.95555556,37
30.53,310,8,29.85,6.21,16,36.29444444,36
30.53,20,11,29.91,6.21,16,36.29444444,36
28.1,350,12,29.88,6.21,13,32.97222222,34
34.11,10,9,29.85,6.21,16,34.06666667,34
29.99,360,10,29.8,6.21,14,33.28333333,34
32.54,10,14,29.85,6.21,17,36.82222222,36
19.52,30,24,29.88,6.21,10,35.31111111,37
39,20,18,29.83,6.21,19,36.92222222,35
36.35,360,14,29.77,6.21,17,34.55555556,34
24.89,20,10,29.83,6.21,12,33.72777778,35
38.45,20,12,29.91,6.21,17,33.46111111,33
40.69,350,9,29.88,6.21,17,32.4,32
38.18,340,10,29.88,6.21,16,31.96666667,32
36.35,330,10,29.85,6.21,17,34.55555556,34
33.84,320,6,29.83,6.21,15,32.6,33
23.3,40,15,29.88,6.21,11,33.47777778,35
24.06,20,14,29.94,6.21,14,37.65,38
30.8,340,10,29.85,6.21,17,37.98888889,37
23.81,340,6.5,29.785,6.21,13,36.16111111,37
